"","agency","forecaster","retYr","dist","stream","fwA","oA","ret","System"
"1",2,1,1967,325,1,1,3,1162,"Wood"
"2",2,1,1967,325,1,2,3,85,"Wood"
"3",2,1,1967,325,1,2,2,183,"Wood"
"4",2,1,1967,325,2,0,0,0,"Nushagak"
"5",2,1,1967,325,2,1,2,75,"Nushagak"
"6",2,1,1967,325,2,1,3,90,"Nushagak"
"7",2,1,1967,325,2,2,3,18,"Nushagak"
"8",2,1,1967,325,2,2,2,2,"Nushagak"
"9",2,1,1967,325,3,1,3,5,"Igushik"
"10",2,1,1967,325,3,1,2,34,"Igushik"
"11",2,1,1967,325,3,2,3,127,"Igushik"
"12",2,1,1967,325,3,2,2,1,"Igushik"
"13",2,1,1967,324,4,1,3,220,"Kvichak"
"14",2,1,1967,324,4,1,2,142,"Kvichak"
"15",2,1,1967,324,4,2,3,2139,"Kvichak"
"16",2,1,1967,324,4,2,2,1746,"Kvichak"
"17",2,1,1967,324,5,1,2,571,"Naknek"
"18",2,1,1967,324,5,1,3,474,"Naknek"
"19",2,1,1967,324,5,2,2,1095,"Naknek"
"20",2,1,1967,324,5,2,3,532,"Naknek"
"21",2,1,1967,322,7,1,3,151,"Egegik"
"22",2,1,1967,322,7,1,2,79,"Egegik"
"23",2,1,1967,322,7,2,3,540,"Egegik"
"24",2,1,1967,322,7,2,2,1545,"Egegik"
"25",2,1,1967,321,8,1,3,395,"Ugashik"
"26",2,1,1967,321,8,1,2,56,"Ugashik"
"27",2,1,1967,321,8,2,2,404,"Ugashik"
"28",2,1,1967,321,8,2,3,135,"Ugashik"
"29",2,1,1967,326,9,1,3,82,"Togiak"
"30",2,1,1967,326,9,1,2,90,"Togiak"
"31",2,1,1967,326,9,2,3,12,"Togiak"
"32",2,1,1967,326,9,2,2,6,"Togiak"
"33",2,1,1968,325,1,1,3,460,"Wood"
"34",2,1,1968,325,1,1,2,1955,"Wood"
"35",2,1,1968,325,1,2,3,26,"Wood"
"36",2,1,1968,325,1,2,2,95,"Wood"
"37",2,1,1968,325,2,0,0,0,"Nushagak"
"38",2,1,1968,325,2,1,3,248,"Nushagak"
"39",2,1,1968,325,2,1,2,162,"Nushagak"
"40",2,1,1968,325,2,2,2,14,"Nushagak"
"41",2,1,1968,325,2,2,3,16,"Nushagak"
"42",2,1,1968,325,3,1,3,209,"Igushik"
"43",2,1,1968,325,3,1,2,47,"Igushik"
"44",2,1,1968,325,3,2,2,15,"Igushik"
"45",2,1,1968,325,3,2,3,1,"Igushik"
"46",2,1,1968,324,4,1,2,209,"Kvichak"
"47",2,1,1968,324,4,1,3,32,"Kvichak"
"48",2,1,1968,324,4,2,2,96,"Kvichak"
"49",2,1,1968,324,4,2,3,537,"Kvichak"
"50",2,1,1968,324,5,1,3,769,"Naknek"
"51",2,1,1968,324,5,1,2,374,"Naknek"
"52",2,1,1968,324,5,2,3,574,"Naknek"
"53",2,1,1968,324,5,2,2,578,"Naknek"
"54",2,1,1968,322,7,1,3,69,"Egegik"
"55",2,1,1968,322,7,1,2,373,"Egegik"
"56",2,1,1968,322,7,2,2,1109,"Egegik"
"57",2,1,1968,322,7,2,3,542,"Egegik"
"58",2,1,1968,321,8,1,2,405,"Ugashik"
"59",2,1,1968,321,8,1,3,49,"Ugashik"
"60",2,1,1968,321,8,2,2,570,"Ugashik"
"61",2,1,1968,321,8,2,3,26,"Ugashik"
"62",2,1,1968,326,9,1,2,95,"Togiak"
"63",2,1,1968,326,9,1,3,99,"Togiak"
"64",2,1,1968,326,9,2,2,19,"Togiak"
"65",2,1,1968,326,9,2,3,9,"Togiak"
"66",2,1,1969,325,1,1,2,928,"Wood"
"67",2,1,1969,325,1,1,3,568,"Wood"
"68",2,1,1969,325,1,2,3,26,"Wood"
"69",2,1,1969,325,1,2,2,96,"Wood"
"70",2,1,1969,325,2,0,0,14,"Nushagak"
"71",2,1,1969,325,2,1,3,277,"Nushagak"
"72",2,1,1969,325,2,1,2,70,"Nushagak"
"73",2,1,1969,325,2,2,3,9,"Nushagak"
"74",2,1,1969,325,2,2,2,39,"Nushagak"
"75",2,1,1969,325,3,1,2,65,"Igushik"
"76",2,1,1969,325,3,1,3,278,"Igushik"
"77",2,1,1969,325,3,2,3,45,"Igushik"
"78",2,1,1969,325,3,2,2,36,"Igushik"
"79",2,1,1969,324,4,1,3,690,"Kvichak"
"80",2,1,1969,324,4,1,2,8927,"Kvichak"
"81",2,1,1969,324,4,2,2,3113,"Kvichak"
"82",2,1,1969,324,4,2,3,50,"Kvichak"
"83",2,1,1969,324,5,1,3,375,"Naknek"
"84",2,1,1969,324,5,1,2,105,"Naknek"
"85",2,1,1969,324,5,2,2,1396,"Naknek"
"86",2,1,1969,324,5,2,3,865,"Naknek"
"87",2,1,1969,322,7,1,2,34,"Egegik"
"88",2,1,1969,322,7,1,3,196,"Egegik"
"89",2,1,1969,322,7,2,3,523,"Egegik"
"90",2,1,1969,322,7,2,2,1186,"Egegik"
"91",2,1,1969,321,8,1,2,91,"Ugashik"
"92",2,1,1969,321,8,1,3,47,"Ugashik"
"93",2,1,1969,321,8,2,2,549,"Ugashik"
"94",2,1,1969,321,8,2,3,25,"Ugashik"
"95",2,1,1969,326,9,1,3,64,"Togiak"
"96",2,1,1969,326,9,1,2,82,"Togiak"
"97",2,1,1969,326,9,2,2,16,"Togiak"
"98",2,1,1969,326,9,2,3,18,"Togiak"
"99",2,1,1970,325,1,1,2,1256,"Wood"
"100",2,1,1970,325,1,1,3,500,"Wood"
"101",2,1,1970,325,1,2,3,90,"Wood"
"102",2,1,1970,325,1,2,2,202,"Wood"
"103",2,1,1970,325,2,0,0,33,"Nushagak"
"104",2,1,1970,325,2,1,2,84,"Nushagak"
"105",2,1,1970,325,2,1,3,470,"Nushagak"
"106",2,1,1970,325,2,2,2,15,"Nushagak"
"107",2,1,1970,325,2,2,3,16,"Nushagak"
"108",2,1,1970,325,3,1,3,589,"Igushik"
"109",2,1,1970,325,3,1,2,78,"Igushik"
"110",2,1,1970,325,3,2,2,46,"Igushik"
"111",2,1,1970,325,3,2,3,101,"Igushik"
"112",2,1,1970,324,4,1,3,3024,"Kvichak"
"113",2,1,1970,324,4,1,2,882,"Kvichak"
"114",2,1,1970,324,4,2,3,562,"Kvichak"
"115",2,1,1970,324,4,2,2,44234,"Kvichak"
"116",2,1,1970,324,5,1,3,697,"Naknek"
"117",2,1,1970,324,5,1,2,307,"Naknek"
"118",2,1,1970,324,5,2,2,1548,"Naknek"
"119",2,1,1970,324,5,2,3,889,"Naknek"
"120",2,1,1970,322,7,1,2,38,"Egegik"
"121",2,1,1970,322,7,1,3,123,"Egegik"
"122",2,1,1970,322,7,2,2,3412,"Egegik"
"123",2,1,1970,322,7,2,3,1110,"Egegik"
"124",2,1,1970,321,8,1,3,158,"Ugashik"
"125",2,1,1970,321,8,1,2,687,"Ugashik"
"126",2,1,1970,321,8,2,3,100,"Ugashik"
"127",2,1,1970,321,8,2,2,434,"Ugashik"
"128",2,1,1970,326,9,1,3,206,"Togiak"
"129",2,1,1970,326,9,1,2,83,"Togiak"
"130",2,1,1970,326,9,2,3,19,"Togiak"
"131",2,1,1970,326,9,2,2,10,"Togiak"
"132",2,1,1971,325,1,1,2,685,"Wood"
"133",2,1,1971,325,1,1,3,720,"Wood"
"134",2,1,1971,325,1,2,2,201,"Wood"
"135",2,1,1971,325,1,2,3,38,"Wood"
"136",2,1,1971,325,2,0,0,35,"Nushagak"
"137",2,1,1971,325,2,1,2,22,"Nushagak"
"138",2,1,1971,325,2,1,3,341,"Nushagak"
"139",2,1,1971,325,2,2,3,12,"Nushagak"
"140",2,1,1971,325,2,2,2,12,"Nushagak"
"141",2,1,1971,325,3,1,3,286,"Igushik"
"142",2,1,1971,325,3,1,2,105,"Igushik"
"143",2,1,1971,325,3,2,3,115,"Igushik"
"144",2,1,1971,325,3,2,2,59,"Igushik"
"145",2,1,1971,324,4,1,2,1728,"Kvichak"
"146",2,1,1971,324,4,1,3,166,"Kvichak"
"147",2,1,1971,324,4,2,3,3272,"Kvichak"
"148",2,1,1971,324,4,2,2,1183,"Kvichak"
"149",2,1,1971,324,5,1,2,330,"Naknek"
"150",2,1,1971,324,5,1,3,649,"Naknek"
"151",2,1,1971,324,5,2,2,575,"Naknek"
"152",2,1,1971,324,5,2,3,635,"Naknek"
"153",2,1,1971,322,7,1,3,121,"Egegik"
"154",2,1,1971,322,7,1,2,50,"Egegik"
"155",2,1,1971,322,7,2,2,818,"Egegik"
"156",2,1,1971,322,7,2,3,1042,"Egegik"
"157",2,1,1971,321,8,1,3,695,"Ugashik"
"158",2,1,1971,321,8,1,2,104,"Ugashik"
"159",2,1,1971,321,8,2,2,295,"Ugashik"
"160",2,1,1971,321,8,2,3,56,"Ugashik"
"161",2,1,1971,326,9,1,2,68,"Togiak"
"162",2,1,1971,326,9,1,3,271,"Togiak"
"163",2,1,1971,326,9,2,2,10,"Togiak"
"164",2,1,1971,326,9,2,3,14,"Togiak"
"165",2,1,1972,325,1,1,2,762,"Wood"
"166",2,1,1972,325,1,1,3,439,"Wood"
"167",2,1,1972,325,1,2,2,163,"Wood"
"168",2,1,1972,325,1,2,3,50,"Wood"
"169",2,1,1972,325,2,0,0,19,"Nushagak"
"170",2,1,1972,325,2,1,2,49,"Nushagak"
"171",2,1,1972,325,2,1,3,154,"Nushagak"
"172",2,1,1972,325,2,2,2,4,"Nushagak"
"173",2,1,1972,325,2,2,3,12,"Nushagak"
"174",2,1,1972,325,3,1,3,247,"Igushik"
"175",2,1,1972,325,3,1,2,98,"Igushik"
"176",2,1,1972,325,3,2,3,18,"Igushik"
"177",2,1,1972,325,3,2,2,59,"Igushik"
"178",2,1,1972,324,4,1,3,279,"Kvichak"
"179",2,1,1972,324,4,1,2,956,"Kvichak"
"180",2,1,1972,324,4,2,2,2175,"Kvichak"
"181",2,1,1972,324,4,2,3,449,"Kvichak"
"182",2,1,1972,324,5,1,3,485,"Naknek"
"183",2,1,1972,324,5,1,2,202,"Naknek"
"184",2,1,1972,324,5,2,2,323,"Naknek"
"185",2,1,1972,324,5,2,3,436,"Naknek"
"186",2,1,1972,322,7,1,3,150,"Egegik"
"187",2,1,1972,322,7,1,2,46,"Egegik"
"188",2,1,1972,322,7,2,2,887,"Egegik"
"189",2,1,1972,322,7,2,3,457,"Egegik"
"190",2,1,1972,321,8,1,2,21,"Ugashik"
"191",2,1,1972,321,8,1,3,98,"Ugashik"
"192",2,1,1972,321,8,2,3,38,"Ugashik"
"193",2,1,1972,321,8,2,2,108,"Ugashik"
"194",2,1,1972,326,9,1,2,57,"Togiak"
"195",2,1,1972,326,9,1,3,45,"Togiak"
"196",2,1,1972,326,9,2,2,7,"Togiak"
"197",2,1,1972,326,9,2,3,17,"Togiak"
"198",2,1,1973,325,1,1,2,158,"Wood"
"199",2,1,1973,325,1,1,3,518,"Wood"
"200",2,1,1973,325,1,2,2,57,"Wood"
"201",2,1,1973,325,1,2,3,46,"Wood"
"202",2,1,1973,325,2,0,0,7,"Nushagak"
"203",2,1,1973,325,2,1,3,192,"Nushagak"
"204",2,1,1973,325,2,1,2,7,"Nushagak"
"205",2,1,1973,325,2,2,2,2,"Nushagak"
"206",2,1,1973,325,2,2,3,8,"Nushagak"
"207",2,1,1973,325,3,1,2,20,"Igushik"
"208",2,1,1973,325,3,1,3,263,"Igushik"
"209",2,1,1973,325,3,2,2,23,"Igushik"
"210",2,1,1973,325,3,2,3,14,"Igushik"
"211",2,1,1973,324,4,1,2,1289,"Kvichak"
"212",2,1,1973,324,4,1,3,260,"Kvichak"
"213",2,1,1973,324,4,2,3,427,"Kvichak"
"214",2,1,1973,324,4,2,2,420,"Kvichak"
"215",2,1,1973,324,5,1,3,380,"Naknek"
"216",2,1,1973,324,5,1,2,58,"Naknek"
"217",2,1,1973,324,5,2,3,348,"Naknek"
"218",2,1,1973,324,5,2,2,150,"Naknek"
"219",2,1,1973,322,7,1,2,10,"Egegik"
"220",2,1,1973,322,7,1,3,69,"Egegik"
"221",2,1,1973,322,7,2,3,575,"Egegik"
"222",2,1,1973,322,7,2,2,340,"Egegik"
"223",2,1,1973,321,8,1,3,92,"Ugashik"
"224",2,1,1973,321,8,1,2,11,"Ugashik"
"225",2,1,1973,321,8,2,2,43,"Ugashik"
"226",2,1,1973,321,8,2,3,42,"Ugashik"
"227",2,1,1973,326,9,1,3,88,"Togiak"
"228",2,1,1973,326,9,1,2,10,"Togiak"
"229",2,1,1973,326,9,2,3,17,"Togiak"
"230",2,1,1973,326,9,2,2,4,"Togiak"
"231",2,1,1974,325,1,1,2,237,"Wood"
"232",2,1,1974,325,1,1,3,148,"Wood"
"233",2,1,1974,325,1,2,3,2,"Wood"
"234",2,1,1974,325,1,2,2,12,"Wood"
"235",2,1,1974,325,2,0,0,0,"Nushagak"
"236",2,1,1974,325,2,1,2,16,"Nushagak"
"237",2,1,1974,325,2,1,3,201,"Nushagak"
"238",2,1,1974,325,2,2,2,0,"Nushagak"
"239",2,1,1974,325,2,2,3,2,"Nushagak"
"240",2,1,1974,325,3,1,3,38,"Igushik"
"241",2,1,1974,325,3,1,2,28,"Igushik"
"242",2,1,1974,325,3,2,2,5,"Igushik"
"243",2,1,1974,325,3,2,3,2,"Igushik"
"244",2,1,1974,324,4,1,3,150,"Kvichak"
"245",2,1,1974,324,4,1,2,162,"Kvichak"
"246",2,1,1974,324,4,2,2,2699,"Kvichak"
"247",2,1,1974,324,4,2,3,18,"Kvichak"
"248",2,1,1974,324,5,1,3,353,"Naknek"
"249",2,1,1974,324,5,1,2,9,"Naknek"
"250",2,1,1974,324,5,2,2,137,"Naknek"
"251",2,1,1974,324,5,2,3,148,"Naknek"
"252",2,1,1974,322,7,1,2,3,"Egegik"
"253",2,1,1974,322,7,1,3,51,"Egegik"
"254",2,1,1974,322,7,2,3,103,"Egegik"
"255",2,1,1974,322,7,2,2,12,"Egegik"
"256",2,1,1974,321,8,1,3,8,"Ugashik"
"257",2,1,1974,321,8,1,2,22,"Ugashik"
"258",2,1,1974,321,8,2,3,9,"Ugashik"
"259",2,1,1974,321,8,2,2,51,"Ugashik"
"260",2,1,1974,326,9,1,3,122,"Togiak"
"261",2,1,1974,326,9,1,2,117,"Togiak"
"262",2,1,1974,326,9,2,3,21,"Togiak"
"263",2,1,1974,326,9,2,2,37,"Togiak"
"264",2,1,1975,325,1,1,3,511,"Wood"
"265",2,1,1975,325,1,1,2,838,"Wood"
"266",2,1,1975,325,1,2,2,209,"Wood"
"267",2,1,1975,325,1,2,3,55,"Wood"
"268",2,1,1975,325,2,0,0,0,"Nushagak"
"269",2,1,1975,325,2,1,3,259,"Nushagak"
"270",2,1,1975,325,2,1,2,92,"Nushagak"
"271",2,1,1975,325,2,2,3,41,"Nushagak"
"272",2,1,1975,325,2,2,2,14,"Nushagak"
"273",2,1,1975,325,3,1,3,176,"Igushik"
"274",2,1,1975,325,3,1,2,103,"Igushik"
"275",2,1,1975,325,3,2,2,51,"Igushik"
"276",2,1,1975,325,3,2,3,147,"Igushik"
"277",2,1,1975,324,4,1,3,104,"Kvichak"
"278",2,1,1975,324,4,1,2,8,"Kvichak"
"279",2,1,1975,324,4,2,3,533,"Kvichak"
"280",2,1,1975,324,4,2,2,6206,"Kvichak"
"281",2,1,1975,324,5,1,2,38,"Naknek"
"282",2,1,1975,324,5,1,3,414,"Naknek"
"283",2,1,1975,324,5,2,2,212,"Naknek"
"284",2,1,1975,324,5,2,3,562,"Naknek"
"285",2,1,1975,322,7,1,2,63,"Egegik"
"286",2,1,1975,322,7,1,3,98,"Egegik"
"287",2,1,1975,322,7,2,2,672,"Egegik"
"288",2,1,1975,322,7,2,3,672,"Egegik"
"289",2,1,1975,321,8,1,2,63,"Ugashik"
"290",2,1,1975,321,8,1,3,21,"Ugashik"
"291",2,1,1975,321,8,2,3,24,"Ugashik"
"292",2,1,1975,321,8,2,2,172,"Ugashik"
"293",2,1,1975,326,9,1,3,98,"Togiak"
"294",2,1,1975,326,9,1,2,68,"Togiak"
"295",2,1,1975,326,9,2,2,15,"Togiak"
"296",2,1,1975,326,9,2,3,10,"Togiak"
"297",2,1,1976,325,1,1,2,461,"Wood"
"298",2,1,1976,325,1,1,3,564,"Wood"
"299",2,1,1976,325,1,2,2,193,"Wood"
"300",2,1,1976,325,1,2,3,76,"Wood"
"301",2,1,1976,325,2,0,0,0,"Nushagak"
"302",2,1,1976,325,2,1,3,528,"Nushagak"
"303",2,1,1976,325,2,1,2,22,"Nushagak"
"304",2,1,1976,325,2,2,2,31,"Nushagak"
"305",2,1,1976,325,2,2,3,49,"Nushagak"
"306",2,1,1976,325,3,1,2,35,"Igushik"
"307",2,1,1976,325,3,1,3,204,"Igushik"
"308",2,1,1976,325,3,2,2,52,"Igushik"
"309",2,1,1976,325,3,2,3,57,"Igushik"
"310",2,1,1976,324,4,1,3,189,"Kvichak"
"311",2,1,1976,324,4,1,2,342,"Kvichak"
"312",2,1,1976,324,4,2,2,2419,"Kvichak"
"313",2,1,1976,324,4,2,3,1983,"Kvichak"
"314",2,1,1976,324,5,1,3,562,"Naknek"
"315",2,1,1976,324,5,1,2,7,"Naknek"
"316",2,1,1976,324,5,2,2,557,"Naknek"
"317",2,1,1976,324,5,2,3,897,"Naknek"
"318",2,1,1976,322,7,1,2,61,"Egegik"
"319",2,1,1976,322,7,1,3,78,"Egegik"
"320",2,1,1976,322,7,2,2,666,"Egegik"
"321",2,1,1976,322,7,2,3,652,"Egegik"
"322",2,1,1976,321,8,1,3,120,"Ugashik"
"323",2,1,1976,321,8,1,2,24,"Ugashik"
"324",2,1,1976,321,8,2,3,83,"Ugashik"
"325",2,1,1976,321,8,2,2,513,"Ugashik"
"326",2,1,1976,326,9,1,2,55,"Togiak"
"327",2,1,1976,326,9,1,3,200,"Togiak"
"328",2,1,1976,326,9,2,3,19,"Togiak"
"329",2,1,1976,326,9,2,2,19,"Togiak"
"330",2,1,1977,325,1,1,3,468,"Wood"
"331",2,1,1977,325,1,1,2,319,"Wood"
"332",2,1,1977,325,1,2,2,103,"Wood"
"333",2,1,1977,325,1,2,3,68,"Wood"
"334",2,1,1977,325,2,0,0,0,"Nushagak"
"335",2,1,1977,325,2,1,2,64,"Nushagak"
"336",2,1,1977,325,2,1,3,229,"Nushagak"
"337",2,1,1977,325,2,2,3,25,"Nushagak"
"338",2,1,1977,325,2,2,2,5,"Nushagak"
"339",2,1,1977,325,3,1,2,69,"Igushik"
"340",2,1,1977,325,3,1,3,253,"Igushik"
"341",2,1,1977,325,3,2,3,45,"Igushik"
"342",2,1,1977,325,3,2,2,41,"Igushik"
"343",2,1,1977,324,4,1,3,139,"Kvichak"
"344",2,1,1977,324,4,1,2,320,"Kvichak"
"345",2,1,1977,324,4,2,2,1394,"Kvichak"
"346",2,1,1977,324,4,2,3,416,"Kvichak"
"347",2,1,1977,324,5,1,3,478,"Naknek"
"348",2,1,1977,324,5,1,2,273,"Naknek"
"349",2,1,1977,324,5,2,3,666,"Naknek"
"350",2,1,1977,324,5,2,2,680,"Naknek"
"351",2,1,1977,322,7,1,3,108,"Egegik"
"352",2,1,1977,322,7,1,2,48,"Egegik"
"353",2,1,1977,322,7,2,2,525,"Egegik"
"354",2,1,1977,322,7,2,3,926,"Egegik"
"355",2,1,1977,321,8,1,3,39,"Ugashik"
"356",2,1,1977,321,8,1,2,6,"Ugashik"
"357",2,1,1977,321,8,2,2,96,"Ugashik"
"358",2,1,1977,321,8,2,3,116,"Ugashik"
"359",2,1,1977,326,9,1,2,57,"Togiak"
"360",2,1,1977,326,9,1,3,146,"Togiak"
"361",2,1,1977,326,9,2,2,19,"Togiak"
"362",2,1,1977,326,9,2,3,33,"Togiak"
"363",2,1,1978,325,1,1,2,1435,"Wood"
"364",2,1,1978,325,1,1,3,199,"Wood"
"365",2,1,1978,325,1,2,2,60,"Wood"
"366",2,1,1978,325,1,2,3,26,"Wood"
"367",2,1,1978,325,2,0,0,0,"Nushagak"
"368",2,1,1978,325,2,1,3,299,"Nushagak"
"369",2,1,1978,325,2,1,2,92,"Nushagak"
"370",2,1,1978,325,2,2,2,23,"Nushagak"
"371",2,1,1978,325,2,2,3,32,"Nushagak"
"372",2,1,1978,325,3,1,2,98,"Igushik"
"373",2,1,1978,325,3,1,3,108,"Igushik"
"374",2,1,1978,325,3,2,2,19,"Igushik"
"375",2,1,1978,325,3,2,3,18,"Igushik"
"376",2,1,1978,324,4,1,3,278,"Kvichak"
"377",2,1,1978,324,4,1,2,4484,"Kvichak"
"378",2,1,1978,324,4,2,3,157,"Kvichak"
"379",2,1,1978,324,4,2,2,170,"Kvichak"
"380",2,1,1978,324,5,1,2,242,"Naknek"
"381",2,1,1978,324,5,1,3,596,"Naknek"
"382",2,1,1978,324,5,2,2,296,"Naknek"
"383",2,1,1978,324,5,2,3,563,"Naknek"
"384",2,1,1978,322,7,1,3,115,"Egegik"
"385",2,1,1978,322,7,1,2,73,"Egegik"
"386",2,1,1978,322,7,2,2,463,"Egegik"
"387",2,1,1978,322,7,2,3,873,"Egegik"
"388",2,1,1978,321,8,1,2,30,"Ugashik"
"389",2,1,1978,321,8,1,3,121,"Ugashik"
"390",2,1,1978,321,8,2,2,52,"Ugashik"
"391",2,1,1978,321,8,2,3,44,"Ugashik"
"392",2,1,1978,326,9,1,2,56,"Togiak"
"393",2,1,1978,326,9,1,3,174,"Togiak"
"394",2,1,1978,326,9,2,3,17,"Togiak"
"395",2,1,1978,326,9,2,2,42,"Togiak"
"396",2,1,1979,325,1,1,2,1078,"Wood"
"397",2,1,1979,325,1,1,3,1036,"Wood"
"398",2,1,1979,325,1,2,2,427,"Wood"
"399",2,1,1979,325,1,2,3,38,"Wood"
"400",2,1,1979,325,2,0,0,0,"Nushagak"
"401",2,1,1979,325,2,1,2,384,"Nushagak"
"402",2,1,1979,325,2,1,3,407,"Nushagak"
"403",2,1,1979,325,2,2,3,52,"Nushagak"
"404",2,1,1979,325,2,2,2,58,"Nushagak"
"405",2,1,1979,325,3,1,3,654,"Igushik"
"406",2,1,1979,325,3,1,2,100,"Igushik"
"407",2,1,1979,325,3,2,2,52,"Igushik"
"408",2,1,1979,325,3,2,3,51,"Igushik"
"409",2,1,1979,324,4,1,3,1272,"Kvichak"
"410",2,1,1979,324,4,1,2,4318,"Kvichak"
"411",2,1,1979,324,4,2,3,146,"Kvichak"
"412",2,1,1979,324,4,2,2,6613,"Kvichak"
"413",2,1,1979,324,5,1,3,441,"Naknek"
"414",2,1,1979,324,5,1,2,307,"Naknek"
"415",2,1,1979,324,5,2,2,684,"Naknek"
"416",2,1,1979,324,5,2,3,312,"Naknek"
"417",2,1,1979,322,7,1,3,224,"Egegik"
"418",2,1,1979,322,7,1,2,91,"Egegik"
"419",2,1,1979,322,7,2,3,398,"Egegik"
"420",2,1,1979,322,7,2,2,1458,"Egegik"
"421",2,1,1979,321,8,1,2,459,"Ugashik"
"422",2,1,1979,321,8,1,3,67,"Ugashik"
"423",2,1,1979,321,8,2,2,447,"Ugashik"
"424",2,1,1979,321,8,2,3,10,"Ugashik"
"425",2,1,1979,326,9,1,3,288,"Togiak"
"426",2,1,1979,326,9,1,2,95,"Togiak"
"427",2,1,1979,326,9,2,2,49,"Togiak"
"428",2,1,1979,326,9,2,3,35,"Togiak"
"429",2,1,1980,325,1,1,3,1076,"Wood"
"430",2,1,1980,325,1,1,2,952,"Wood"
"431",2,1,1980,325,1,2,3,178,"Wood"
"432",2,1,1980,325,1,2,2,132,"Wood"
"433",2,1,1980,325,2,0,0,0,"Nushagak"
"434",2,1,1980,325,2,1,3,2038,"Nushagak"
"435",2,1,1980,325,2,1,2,170,"Nushagak"
"436",2,1,1980,325,2,2,2,124,"Nushagak"
"437",2,1,1980,325,2,2,3,40,"Nushagak"
"438",2,1,1980,325,3,1,3,1000,"Igushik"
"439",2,1,1980,325,3,1,2,97,"Igushik"
"440",2,1,1980,325,3,2,3,164,"Igushik"
"441",2,1,1980,325,3,2,2,164,"Igushik"
"442",2,1,1980,324,4,1,3,2177,"Kvichak"
"443",2,1,1980,324,4,1,2,1804,"Kvichak"
"444",2,1,1980,324,4,2,3,1850,"Kvichak"
"445",2,1,1980,324,4,2,2,34233,"Kvichak"
"446",2,1,1980,324,5,1,2,319,"Naknek"
"447",2,1,1980,324,5,1,3,793,"Naknek"
"448",2,1,1980,324,5,2,2,685,"Naknek"
"449",2,1,1980,324,5,2,3,906,"Naknek"
"450",2,1,1980,322,7,1,3,309,"Egegik"
"451",2,1,1980,322,7,1,2,130,"Egegik"
"452",2,1,1980,322,7,2,3,1697,"Egegik"
"453",2,1,1980,322,7,2,2,1309,"Egegik"
"454",2,1,1980,321,8,1,2,141,"Ugashik"
"455",2,1,1980,321,8,1,3,445,"Ugashik"
"456",2,1,1980,321,8,2,3,189,"Ugashik"
"457",2,1,1980,321,8,2,2,713,"Ugashik"
"458",2,1,1980,326,9,1,3,373,"Togiak"
"459",2,1,1980,326,9,1,2,91,"Togiak"
"460",2,1,1980,326,9,2,3,35,"Togiak"
"461",2,1,1980,326,9,2,2,32,"Togiak"
"462",2,1,1981,325,1,1,2,810,"Wood"
"463",2,1,1981,325,1,1,3,1175,"Wood"
"464",2,1,1981,325,1,2,2,189,"Wood"
"465",2,1,1981,325,1,2,3,162,"Wood"
"466",2,1,1981,325,2,0,0,0,"Nushagak"
"467",2,1,1981,325,2,1,2,174,"Nushagak"
"468",2,1,1981,325,2,1,3,886,"Nushagak"
"469",2,1,1981,325,2,2,2,70,"Nushagak"
"470",2,1,1981,325,2,2,3,242,"Nushagak"
"471",2,1,1981,325,3,1,2,67,"Igushik"
"472",2,1,1981,325,3,1,3,1453,"Igushik"
"473",2,1,1981,325,3,2,2,193,"Igushik"
"474",2,1,1981,325,3,2,3,281,"Igushik"
"475",2,1,1981,324,4,1,2,1433,"Kvichak"
"476",2,1,1981,324,4,1,3,1483,"Kvichak"
"477",2,1,1981,324,4,2,2,4991,"Kvichak"
"478",2,1,1981,324,4,2,3,2512,"Kvichak"
"479",2,1,1981,324,5,1,2,302,"Naknek"
"480",2,1,1981,324,5,1,3,1281,"Naknek"
"481",2,1,1981,324,5,2,3,1113,"Naknek"
"482",2,1,1981,324,5,2,2,649,"Naknek"
"483",2,1,1981,322,7,1,2,324,"Egegik"
"484",2,1,1981,322,7,1,3,287,"Egegik"
"485",2,1,1981,322,7,2,2,1396,"Egegik"
"486",2,1,1981,322,7,2,3,1166,"Egegik"
"487",2,1,1981,321,8,1,3,655,"Ugashik"
"488",2,1,1981,321,8,1,2,350,"Ugashik"
"489",2,1,1981,321,8,2,3,437,"Ugashik"
"490",2,1,1981,321,8,2,2,1587,"Ugashik"
"491",2,1,1981,326,9,1,2,136,"Togiak"
"492",2,1,1981,326,9,1,3,333,"Togiak"
"493",2,1,1981,326,9,2,3,108,"Togiak"
"494",2,1,1981,326,9,2,2,70,"Togiak"
"495",2,1,1982,325,1,1,3,2133,"Wood"
"496",2,1,1982,325,1,1,2,2516,"Wood"
"497",2,1,1982,325,1,2,3,211,"Wood"
"498",2,1,1982,325,1,2,2,40,"Wood"
"499",2,1,1982,325,2,0,0,0,"Nushagak"
"500",2,1,1982,325,2,1,2,758,"Nushagak"
"501",2,1,1982,325,2,1,3,2021,"Nushagak"
"502",2,1,1982,325,2,2,3,292,"Nushagak"
"503",2,1,1982,325,2,2,2,33,"Nushagak"
"504",2,1,1982,325,3,1,3,836,"Igushik"
"505",2,1,1982,325,3,1,2,580,"Igushik"
"506",2,1,1982,325,3,2,3,210,"Igushik"
"507",2,1,1982,325,3,2,2,201,"Igushik"
"508",2,1,1982,324,4,1,2,9773,"Kvichak"
"509",2,1,1982,324,4,1,3,587,"Kvichak"
