"","agency","forecaster","retYr","dist","stream","fwA","oA","ret","System"
"1983",1,2,2004,325,1,2,2,180,"Wood"
"1984",2,1,2004,325,1,2,3,77,"Wood"
"1985",2,1,2004,325,1,2,2,281,"Wood"
"1986",1,2,2004,325,2,0,4,20,"Nushagak"
"1987",1,2,2004,325,2,0,3,140,"Nushagak"
"1988",2,1,2004,325,2,0,0,182,"Nushagak"
"1989",1,2,2004,325,2,1,3,1750,"Nushagak"
"1990",1,2,2004,325,2,1,2,280,"Nushagak"
"1991",1,2,2004,325,2,1,4,60,"Nushagak"
"1992",2,1,2004,325,2,1,2,165,"Nushagak"
"1993",2,1,2004,325,2,1,3,1372,"Nushagak"
"1994",2,1,2004,325,2,2,3,62,"Nushagak"
"1995",2,1,2004,325,2,2,2,10,"Nushagak"
"1996",1,2,2004,325,3,1,4,0,"Igushik"
"1997",1,2,2004,325,3,1,3,670,"Igushik"
"1998",1,2,2004,325,3,1,2,140,"Igushik"
"1999",2,1,2004,325,3,1,2,198,"Igushik"
"2000",2,1,2004,325,3,1,3,753,"Igushik"
"2001",1,2,2004,325,3,2,2,30,"Igushik"
"2002",1,2,2004,325,3,2,3,30,"Igushik"
"2003",2,1,2004,325,3,2,2,98,"Igushik"
"2004",2,1,2004,325,3,2,3,32,"Igushik"
"2005",1,2,2004,324,4,1,2,680,"Kvichak"
"2006",1,2,2004,324,4,1,3,950,"Kvichak"
"2007",2,1,2004,324,4,1,3,813,"Kvichak"
"2008",2,1,2004,324,4,1,2,388,"Kvichak"
"2009",1,2,2004,324,4,2,2,15900,"Kvichak"
"2010",1,2,2004,324,4,2,3,200,"Kvichak"
"2011",2,1,2004,324,4,2,2,11997,"Kvichak"
"2012",2,1,2004,324,4,2,3,33,"Kvichak"
"2013",1,2,2004,324,5,1,2,600,"Naknek"
"2014",1,2,2004,324,5,1,3,1800,"Naknek"
"2015",2,1,2004,324,5,1,3,2002,"Naknek"
"2016",2,1,2004,324,5,1,2,723,"Naknek"
"2017",1,2,2004,324,5,2,2,560,"Naknek"
"2018",1,2,2004,324,5,2,3,960,"Naknek"
"2019",2,1,2004,324,5,2,3,1192,"Naknek"
"2020",2,1,2004,324,5,2,2,747,"Naknek"
"2021",1,2,2004,322,7,1,2,870,"Egegik"
"2022",1,2,2004,322,7,1,3,980,"Egegik"
"2023",1,2,2004,322,7,1,4,0,"Egegik"
"2024",2,1,2004,322,7,1,2,550,"Egegik"
"2025",2,1,2004,322,7,1,3,627,"Egegik"
"2026",1,2,2004,322,7,2,2,18300,"Egegik"
"2027",1,2,2004,322,7,2,3,830,"Egegik"
"2028",2,1,2004,322,7,2,3,907,"Egegik"
"2029",2,1,2004,322,7,2,2,10011,"Egegik"
"2030",1,2,2004,321,8,1,3,1320,"Ugashik"
"2031",1,2,2004,321,8,1,2,610,"Ugashik"
"2032",2,1,2004,321,8,1,3,758,"Ugashik"
"2033",2,1,2004,321,8,1,2,693,"Ugashik"
"2034",1,2,2004,321,8,2,3,500,"Ugashik"
"2035",1,2,2004,321,8,2,2,2120,"Ugashik"
"2036",2,1,2004,321,8,2,2,2041,"Ugashik"
"2037",2,1,2004,321,8,2,3,593,"Ugashik"
"2038",1,2,2004,326,9,1,2,130,"Togiak"
"2039",1,2,2004,326,9,1,3,470,"Togiak"
"2040",2,1,2004,326,9,1,2,137,"Togiak"
"2041",2,1,2004,326,9,1,3,619,"Togiak"
"2042",1,2,2004,326,9,2,3,40,"Togiak"
"2043",1,2,2004,326,9,2,2,20,"Togiak"
"2044",2,1,2004,326,9,2,2,18,"Togiak"
"2045",2,1,2004,326,9,2,3,38,"Togiak"
"2046",1,1,2005,325,1,1,2,1760,"Wood"
"2047",1,1,2005,325,1,1,3,3100,"Wood"
"2048",2,1,2005,325,1,1,2,1500,"Wood"
"2049",2,1,2005,325,1,1,3,3310,"Wood"
"2050",1,1,2005,325,1,2,2,90,"Wood"
"2051",1,1,2005,325,1,2,3,120,"Wood"
"2052",2,1,2005,325,1,2,2,90,"Wood"
"2053",2,1,2005,325,1,2,3,140,"Wood"
"2054",2,1,2005,325,2,0,0,253,"Nushagak"
"2055",1,1,2005,325,2,1,3,1050,"Nushagak"
"2056",1,1,2005,325,2,1,2,160,"Nushagak"
"2057",2,1,2005,325,2,1,2,260,"Nushagak"
"2058",2,1,2005,325,2,1,3,1160,"Nushagak"
"2059",1,1,2005,325,2,2,2,20,"Nushagak"
"2060",1,1,2005,325,2,2,3,30,"Nushagak"
"2061",2,1,2005,325,2,2,2,10,"Nushagak"
"2062",2,1,2005,325,2,2,3,10,"Nushagak"
"2063",1,1,2005,325,3,1,3,600,"Igushik"
"2064",1,1,2005,325,3,1,2,80,"Igushik"
"2065",2,1,2005,325,3,1,2,170,"Igushik"
"2066",2,1,2005,325,3,1,3,460,"Igushik"
"2067",1,1,2005,325,3,2,3,40,"Igushik"
"2068",1,1,2005,325,3,2,2,30,"Igushik"
"2069",2,1,2005,325,3,2,2,20,"Igushik"
"2070",2,1,2005,325,3,2,3,50,"Igushik"
"2071",1,1,2005,324,4,1,3,300,"Kvichak"
"2072",1,1,2005,324,4,1,2,300,"Kvichak"
"2073",2,1,2005,324,4,1,3,490,"Kvichak"
"2074",2,1,2005,324,4,1,2,690,"Kvichak"
"2075",1,1,2005,324,4,2,3,100,"Kvichak"
"2076",1,1,2005,324,4,2,2,100,"Kvichak"
"2077",2,1,2005,324,4,2,2,290,"Kvichak"
"2078",2,1,2005,324,4,2,3,880,"Kvichak"
"2079",1,1,2005,324,5,1,3,2700,"Naknek"
"2080",1,1,2005,324,5,1,2,500,"Naknek"
"2081",2,1,2005,324,5,1,2,340,"Naknek"
"2082",2,1,2005,324,5,1,3,2490,"Naknek"
"2083",1,1,2005,324,5,2,3,400,"Naknek"
"2084",1,1,2005,324,5,2,2,600,"Naknek"
"2085",2,1,2005,324,5,2,2,140,"Naknek"
"2086",2,1,2005,324,5,2,3,790,"Naknek"
"2087",1,1,2005,324,6,1,2,1600,"Alagnak"
"2088",1,1,2005,324,6,1,3,2800,"Alagnak"
"2089",1,1,2005,324,6,2,2,200,"Alagnak"
"2090",1,1,2005,324,6,2,3,300,"Alagnak"
"2091",1,1,2005,322,7,1,3,2970,"Egegik"
"2092",1,1,2005,322,7,1,2,510,"Egegik"
"2093",2,1,2005,322,7,1,2,391,"Egegik"
"2094",2,1,2005,322,7,1,3,3720,"Egegik"
"2095",1,1,2005,322,7,2,3,6950,"Egegik"
"2096",1,1,2005,322,7,2,2,1350,"Egegik"
"2097",2,1,2005,322,7,2,2,1802,"Egegik"
"2098",2,1,2005,322,7,2,3,4460,"Egegik"
"2099",1,1,2005,321,8,1,3,1350,"Ugashik"
"2100",1,1,2005,321,8,1,2,740,"Ugashik"
"2101",2,1,2005,321,8,1,3,1520,"Ugashik"
"2102",2,1,2005,321,8,1,2,720,"Ugashik"
"2103",1,1,2005,321,8,2,2,920,"Ugashik"
"2104",1,1,2005,321,8,2,3,260,"Ugashik"
"2105",2,1,2005,321,8,2,2,850,"Ugashik"
"2106",2,1,2005,321,8,2,3,520,"Ugashik"
"2107",1,1,2005,326,9,1,3,360,"Togiak"
"2108",1,1,2005,326,9,1,2,70,"Togiak"
"2109",2,1,2005,326,9,1,2,80,"Togiak"
"2110",2,1,2005,326,9,1,3,220,"Togiak"
"2111",1,1,2005,326,9,2,3,40,"Togiak"
"2112",1,1,2005,326,9,2,2,10,"Togiak"
"2113",2,1,2005,326,9,2,2,20,"Togiak"
"2114",2,1,2005,326,9,2,3,70,"Togiak"
"2115",1,1,2006,325,1,1,2,1700,"Wood"
"2116",1,1,2006,325,1,1,3,2000,"Wood"
"2117",1,1,2006,325,1,2,2,100,"Wood"
"2118",1,1,2006,325,1,2,3,100,"Wood"
"2119",1,1,2006,325,2,1,2,200,"Nushagak"
"2120",1,1,2006,325,2,1,3,1400,"Nushagak"
"2121",1,1,2006,325,2,2,2,10,"Nushagak"
"2122",1,1,2006,325,2,2,3,30,"Nushagak"
"2123",1,1,2006,325,3,1,2,200,"Igushik"
"2124",1,1,2006,325,3,1,3,600,"Igushik"
"2125",1,1,2006,325,3,2,2,30,"Igushik"
"2126",1,1,2006,325,3,2,3,60,"Igushik"
"2127",1,1,2006,324,4,1,2,2000,"Kvichak"
"2128",1,1,2006,324,4,1,3,900,"Kvichak"
"2129",1,1,2006,324,4,2,2,1400,"Kvichak"
"2130",1,1,2006,324,4,2,3,300,"Kvichak"
"2131",1,1,2006,324,5,1,2,2500,"Naknek"
"2132",1,1,2006,324,5,1,3,1700,"Naknek"
"2133",1,1,2006,324,5,2,2,800,"Naknek"
"2134",1,1,2006,324,5,2,3,900,"Naknek"
"2135",1,1,2006,324,6,1,2,1100,"Alagnak"
"2136",1,1,2006,324,6,1,3,1400,"Alagnak"
"2137",1,1,2006,324,6,2,2,300,"Alagnak"
"2138",1,1,2006,324,6,2,3,100,"Alagnak"
"2139",1,1,2006,322,7,1,2,3500,"Egegik"
"2140",1,1,2006,322,7,1,3,1000,"Egegik"
"2141",1,1,2006,322,7,2,2,5400,"Egegik"
"2142",1,1,2006,322,7,2,3,3500,"Egegik"
"2143",1,1,2006,321,8,1,2,1500,"Ugashik"
"2144",1,1,2006,321,8,1,3,800,"Ugashik"
"2145",1,1,2006,321,8,2,2,900,"Ugashik"
"2146",1,1,2006,321,8,2,3,300,"Ugashik"
"2147",1,1,2006,326,9,1,2,100,"Togiak"
"2148",1,1,2006,326,9,1,3,300,"Togiak"
"2149",1,1,2006,326,9,2,2,30,"Togiak"
"2150",1,1,2006,326,9,2,3,100,"Togiak"
"2151",1,1,2007,325,1,1,2,2100,"Wood"
"2152",1,1,2007,325,1,1,3,3440,"Wood"
"2153",1,1,2007,325,1,2,2,110,"Wood"
"2154",1,1,2007,325,1,2,3,120,"Wood"
"2155",1,1,2007,325,2,1,2,180,"Nushagak"
"2156",1,1,2007,325,2,1,3,1080,"Nushagak"
"2157",1,1,2007,325,2,2,2,20,"Nushagak"
"2158",1,1,2007,325,2,2,3,20,"Nushagak"
"2159",1,1,2007,325,3,1,2,210,"Igushik"
"2160",1,1,2007,325,3,1,3,980,"Igushik"
"2161",1,1,2007,325,3,2,2,30,"Igushik"
"2162",1,1,2007,325,3,2,3,30,"Igushik"
"2163",1,1,2007,324,4,1,2,2410,"Kvichak"
"2164",1,1,2007,324,4,1,3,560,"Kvichak"
"2165",1,1,2007,324,4,2,2,970,"Kvichak"
"2166",1,1,2007,324,4,2,3,200,"Kvichak"
"2167",1,1,2007,324,5,1,2,790,"Naknek"
"2168",1,1,2007,324,5,1,3,3260,"Naknek"
"2169",1,1,2007,324,5,2,2,570,"Naknek"
"2170",1,1,2007,324,5,2,3,740,"Naknek"
"2171",1,1,2007,324,6,1,2,210,"Alagnak"
"2172",1,1,2007,324,6,1,3,1150,"Alagnak"
"2173",1,1,2007,324,6,2,2,250,"Alagnak"
"2174",1,1,2007,324,6,2,3,50,"Alagnak"
"2175",1,1,2007,322,7,1,2,1860,"Egegik"
"2176",1,1,2007,322,7,1,3,2480,"Egegik"
"2177",1,1,2007,322,7,2,2,2580,"Egegik"
"2178",1,1,2007,322,7,2,3,2050,"Egegik"
"2179",1,1,2007,321,8,1,2,2990,"Ugashik"
"2180",1,1,2007,321,8,1,3,1830,"Ugashik"
"2181",1,1,2007,321,8,2,2,820,"Ugashik"
"2182",1,1,2007,321,8,2,3,280,"Ugashik"
"2183",1,1,2007,326,9,1,2,130,"Togiak"
"2184",1,1,2007,326,9,1,3,640,"Togiak"
"2185",1,1,2007,326,9,2,2,30,"Togiak"
"2186",1,1,2007,326,9,2,3,40,"Togiak"
"2187",1,1,2008,325,1,1,2,2880,"Wood"
"2188",1,1,2008,325,1,1,3,3250,"Wood"
"2189",1,1,2008,325,1,2,2,130,"Wood"
"2190",1,1,2008,325,1,2,3,110,"Wood"
"2191",1,1,2008,325,2,1,2,180,"Nushagak"
"2192",1,1,2008,325,2,1,3,1860,"Nushagak"
"2193",1,1,2008,325,2,2,2,20,"Nushagak"
"2194",1,1,2008,325,2,2,3,50,"Nushagak"
"2195",1,1,2008,325,3,1,2,250,"Igushik"
"2196",1,1,2008,325,3,1,3,1040,"Igushik"
"2197",1,1,2008,325,3,2,2,30,"Igushik"
"2198",1,1,2008,325,3,2,3,40,"Igushik"
"2199",1,1,2008,324,4,1,2,1370,"Kvichak"
"2200",1,1,2008,324,4,1,3,1590,"Kvichak"
"2201",1,1,2008,324,4,2,2,920,"Kvichak"
"2202",1,1,2008,324,4,2,3,260,"Kvichak"
"2203",1,1,2008,324,5,1,2,710,"Naknek"
"2204",1,1,2008,324,5,1,3,4310,"Naknek"
"2205",1,1,2008,324,5,2,2,530,"Naknek"
"2206",1,1,2008,324,5,2,3,630,"Naknek"
"2207",1,1,2008,324,6,1,2,490,"Alagnak"
"2208",1,1,2008,324,6,1,3,1500,"Alagnak"
"2209",1,1,2008,324,6,2,2,240,"Alagnak"
"2210",1,1,2008,324,6,2,3,60,"Alagnak"
"2211",1,1,2008,322,7,1,2,1490,"Egegik"
"2212",1,1,2008,322,7,1,3,4010,"Egegik"
"2213",1,1,2008,322,7,2,2,3040,"Egegik"
"2214",1,1,2008,322,7,2,3,1890,"Egegik"
"2215",1,1,2008,321,8,1,2,3360,"Ugashik"
"2216",1,1,2008,321,8,1,3,3500,"Ugashik"
"2217",1,1,2008,321,8,2,2,640,"Ugashik"
"2218",1,1,2008,321,8,2,3,400,"Ugashik"
"2219",1,1,2008,326,9,1,2,110,"Togiak"
"2220",1,1,2008,326,9,1,3,650,"Togiak"
"2221",1,1,2008,326,9,2,2,30,"Togiak"
"2222",1,1,2008,326,9,2,3,40,"Togiak"
"2223",1,1,2009,325,1,1,2,1715,"Wood"
"2224",1,1,2009,325,1,1,3,2617,"Wood"
"2225",1,1,2009,325,1,2,2,118,"Wood"
"2226",1,1,2009,325,1,2,3,128,"Wood"
"2227",1,1,2009,325,2,1,2,210,"Nushagak"
"2228",1,1,2009,325,2,1,3,1260,"Nushagak"
"2229",1,1,2009,325,2,2,2,22,"Nushagak"
"2230",1,1,2009,325,2,2,3,24,"Nushagak"
"2231",1,1,2009,325,3,1,2,254,"Igushik"
"2232",1,1,2009,325,3,1,3,1715,"Igushik"
"2233",1,1,2009,325,3,2,2,27,"Igushik"
"2234",1,1,2009,325,3,2,3,29,"Igushik"
"2235",1,1,2009,324,4,1,2,2107,"Kvichak"
"2236",1,1,2009,324,4,1,3,1577,"Kvichak"
"2237",1,1,2009,324,4,2,2,1158,"Kvichak"
"2238",1,1,2009,324,4,2,3,296,"Kvichak"
"2239",1,1,2009,324,5,1,2,1391,"Naknek"
"2240",1,1,2009,324,5,1,3,2370,"Naknek"
"2241",1,1,2009,324,5,2,2,551,"Naknek"
"2242",1,1,2009,324,5,2,3,384,"Naknek"
"2243",1,1,2009,324,6,1,2,586,"Alagnak"
"2244",1,1,2009,324,6,1,3,1708,"Alagnak"
"2245",1,1,2009,324,6,2,2,711,"Alagnak"
"2246",1,1,2009,324,6,2,3,286,"Alagnak"
"2247",1,1,2009,322,7,1,2,1111,"Egegik"
"2248",1,1,2009,322,7,1,3,4089,"Egegik"
"2249",1,1,2009,322,7,2,2,2400,"Egegik"
"2250",1,1,2009,322,7,2,3,3482,"Egegik"
"2251",1,1,2009,321,8,1,2,586,"Ugashik"
"2252",1,1,2009,321,8,1,3,1708,"Ugashik"
"2253",1,1,2009,321,8,2,2,711,"Ugashik"
"2254",1,1,2009,321,8,2,3,286,"Ugashik"
"2255",1,1,2009,326,9,1,2,130,"Togiak"
"2256",1,1,2009,326,9,1,3,424,"Togiak"
"2257",1,1,2009,326,9,2,2,34,"Togiak"
"2258",1,1,2009,326,9,2,3,44,"Togiak"
"2259",2,1,2008,325,1,1,2,3240,"Wood"
"2260",2,1,2008,325,1,1,3,3460,"Wood"
"2261",2,1,2008,325,1,2,2,310,"Wood"
"2262",2,1,2008,325,1,2,3,90,"Wood"
"2263",2,1,2008,325,2,1,2,280,"Nushagak"
"2264",2,1,2008,325,2,1,3,1440,"Nushagak"
"2265",2,1,2008,325,2,2,2,20,"Nushagak"
"2266",2,1,2008,325,2,2,3,10,"Nushagak"
"2267",2,1,2008,325,3,1,2,440,"Igushik"
"2268",2,1,2008,325,3,1,3,860,"Igushik"
"2269",2,1,2008,325,3,2,2,20,"Igushik"
"2270",2,1,2008,325,3,2,3,50,"Igushik"
"2271",2,1,2008,324,4,1,2,1680,"Kvichak"
"2272",2,1,2008,324,4,1,3,1040,"Kvichak"
"2273",2,1,2008,324,4,2,2,580,"Kvichak"
"2274",2,1,2008,324,4,2,3,250,"Kvichak"
"2275",2,1,2008,324,5,1,2,390,"Naknek"
"2276",2,1,2008,324,5,1,3,6320,"Naknek"
"2277",2,1,2008,324,5,2,2,500,"Naknek"
"2278",2,1,2008,324,5,2,3,570,"Naknek"
"2279",2,1,2008,324,6,1,2,2080,"Alagnak"
"2280",2,1,2008,324,6,1,3,1020,"Alagnak"
"2281",2,1,2008,324,6,2,2,150,"Alagnak"
"2282",2,1,2008,324,6,2,3,70,"Alagnak"
"2283",2,1,2008,322,7,1,2,1870,"Egegik"
"2284",2,1,2008,322,7,1,3,2630,"Egegik"
"2285",2,1,2008,322,7,2,2,1570,"Egegik"
"2286",2,1,2008,322,7,2,3,1950,"Egegik"
"2287",2,1,2008,321,8,1,2,3350,"Ugashik"
"2288",2,1,2008,321,8,1,3,2380,"Ugashik"
"2289",2,1,2008,321,8,2,2,300,"Ugashik"
"2290",2,1,2008,321,8,2,3,460,"Ugashik"
"2291",2,1,2008,326,9,1,2,10,"Togiak"
"2292",2,1,2008,326,9,1,3,650,"Togiak"
"2293",2,1,2008,326,9,2,2,20,"Togiak"
"2294",2,1,2008,326,9,2,3,60,"Togiak"
"2295",2,1,2009,325,1,1,2,2108,"Wood"
"2296",2,1,2009,325,1,1,3,2680,"Wood"
"2297",2,1,2009,325,1,2,2,110,"Wood"
"2298",2,1,2009,325,1,2,3,40,"Wood"
"2299",2,1,2009,325,2,1,2,260,"Nushagak"
"2300",2,1,2009,325,2,1,3,1260,"Nushagak"
"2301",2,1,2009,325,2,2,2,1,"Nushagak"
"2302",2,1,2009,325,2,2,3,30,"Nushagak"
"2303",2,1,2009,325,3,1,2,510,"Igushik"
"2304",2,1,2009,325,3,1,3,1640,"Igushik"
"2305",2,1,2009,325,3,2,2,90,"Igushik"
"2306",2,1,2009,325,3,2,3,30,"Igushik"
"2307",2,1,2009,324,4,1,2,2050,"Kvichak"
"2308",2,1,2009,324,4,1,3,1470,"Kvichak"
"2309",2,1,2009,324,4,2,2,1750,"Kvichak"
"2310",2,1,2009,324,4,2,3,40,"Kvichak"
"2311",2,1,2009,324,5,1,2,1290,"Naknek"
"2312",2,1,2009,324,5,1,3,2240,"Naknek"
"2313",2,1,2009,324,5,2,2,590,"Naknek"
"2314",2,1,2009,324,5,2,3,460,"Naknek"
"2315",2,1,2009,324,6,1,2,700,"Alagnak"
"2316",2,1,2009,324,6,1,3,1270,"Alagnak"
"2317",2,1,2009,324,6,2,2,10,"Alagnak"
"2318",2,1,2009,324,6,2,3,50,"Alagnak"
"2319",2,1,2009,322,7,1,2,1690,"Egegik"
"2320",2,1,2009,322,7,1,3,3850,"Egegik"
"2321",2,1,2009,322,7,2,2,1740,"Egegik"
"2322",2,1,2009,322,7,2,3,2310,"Egegik"
"2323",2,1,2009,321,8,1,2,680,"Ugashik"
"2324",2,1,2009,321,8,1,3,1400,"Ugashik"
"2325",2,1,2009,321,8,2,2,280,"Ugashik"
"2326",2,1,2009,321,8,2,3,20,"Ugashik"
"2327",2,1,2009,326,9,1,2,60,"Togiak"
"2328",2,1,2009,326,9,1,3,650,"Togiak"
"2329",2,1,2009,326,9,2,2,20,"Togiak"
"2330",2,1,2009,326,9,2,3,40,"Togiak"
"2331",1,1,2010,325,1,1,2,4736,"Wood"
"2332",1,1,2010,325,1,1,3,2011,"Wood"
"2333",1,1,2010,325,1,2,2,67,"Wood"
"2334",1,1,2010,325,1,2,3,78,"Wood"
"2335",1,1,2010,325,2,1,2,168,"Nushagak"
"2336",1,1,2010,325,2,1,3,2019,"Nushagak"
"2337",1,1,2010,325,2,2,2,2,"Nushagak"
"2338",1,1,2010,325,2,2,3,2,"Nushagak"
"2339",1,1,2010,325,3,1,2,171,"Igushik"
"2340",1,1,2010,325,3,1,3,639,"Igushik"
"2341",1,1,2010,325,3,2,2,17,"Igushik"
"2342",1,1,2010,325,3,2,3,17,"Igushik"
"2343",1,1,2010,324,4,1,2,2284,"Kvichak"
"2344",1,1,2010,324,4,1,3,918,"Kvichak"
"2345",1,1,2010,324,4,2,2,1031,"Kvichak"
"2346",1,1,2010,324,4,2,3,550,"Kvichak"
"2347",1,1,2010,324,5,1,2,949,"Naknek"
"2348",1,1,2010,324,5,1,3,2738,"Naknek"
"2349",1,1,2010,324,5,2,2,655,"Naknek"
"2350",1,1,2010,324,5,2,3,942,"Naknek"
"2351",1,1,2010,324,6,1,2,618,"Alagnak"
"2352",1,1,2010,324,6,1,3,920,"Alagnak"
"2353",1,1,2010,324,6,2,2,200,"Alagnak"
"2354",1,1,2010,324,6,2,3,60,"Alagnak"
"2355",1,1,2010,322,7,1,2,1151,"Egegik"
"2356",1,1,2010,322,7,1,3,1341,"Egegik"
"2357",1,1,2010,322,7,2,2,4006,"Egegik"
"2358",1,1,2010,322,7,2,3,3838,"Egegik"
"2359",1,1,2010,321,8,1,2,3500,"Ugashik"
"2360",1,1,2010,321,8,1,3,1268,"Ugashik"
"2361",1,1,2010,321,8,2,2,870,"Ugashik"
"2362",1,1,2010,321,8,2,3,774,"Ugashik"
"2363",1,1,2010,326,9,1,2,169,"Togiak"
"2364",1,1,2010,326,9,1,3,723,"Togiak"
"2365",1,1,2010,326,9,2,2,15,"Togiak"
"2366",1,1,2010,326,9,2,3,61,"Togiak"
"2367",1,1,2011,325,1,1,2,2167,"Wood"
"2368",1,1,2011,325,1,1,3,2605,"Wood"
"2369",1,1,2011,325,1,2,2,326,"Wood"
"2370",1,1,2011,325,1,2,3,73,"Wood"
"2371",1,1,2011,325,2,1,2,179,"Nushagak"
"2372",1,1,2011,325,2,1,3,1160,"Nushagak"
"2373",1,1,2011,325,2,2,2,13,"Nushagak"
"2374",1,1,2011,325,2,2,3,32,"Nushagak"
"2375",1,1,2011,325,3,1,2,223,"Igushik"
"2376",1,1,2011,325,3,1,3,692,"Igushik"
"2377",1,1,2011,325,3,2,2,23,"Igushik"
"2378",1,1,2011,325,3,2,3,44,"Igushik"
"2379",1,1,2011,324,4,1,2,1486,"Kvichak"
"2380",1,1,2011,324,4,1,3,1507,"Kvichak"
"2381",1,1,2011,324,4,2,2,875,"Kvichak"
"2382",1,1,2011,324,4,2,3,663,"Kvichak"
"2383",1,1,2011,324,5,1,2,1190,"Naknek"
"2384",1,1,2011,324,5,1,3,3157,"Naknek"
"2385",1,1,2011,324,5,2,2,938,"Naknek"
"2386",1,1,2011,324,5,2,3,1264,"Naknek"
"2387",1,1,2011,324,6,1,2,576,"Alagnak"
"2388",1,1,2011,324,6,1,3,660,"Alagnak"
"2389",1,1,2011,324,6,2,2,219,"Alagnak"
"2390",1,1,2011,324,6,2,3,63,"Alagnak"
"2391",1,1,2011,322,7,1,2,1079,"Egegik"
"2392",1,1,2011,322,7,1,3,1220,"Egegik"
"2393",1,1,2011,322,7,2,2,5437,"Egegik"
"2394",1,1,2011,322,7,2,3,2020,"Egegik"
"2395",1,1,2011,321,8,1,2,1396,"Ugashik"
"2396",1,1,2011,321,8,1,3,976,"Ugashik"
"2397",1,1,2011,321,8,2,2,1696,"Ugashik"
"2398",1,1,2011,321,8,2,3,761,"Ugashik"
"2399",1,1,2011,326,9,1,2,187,"Togiak"
"2400",1,1,2011,326,9,1,3,644,"Togiak"
"2401",1,1,2011,326,9,2,2,25,"Togiak"
"2402",1,1,2011,326,9,2,3,60,"Togiak"
"2403",1,1,2012,325,1,1,2,1806,"Wood"
"2404",1,1,2012,325,1,1,3,1672,"Wood"
"2405",1,1,2012,325,1,2,2,115,"Wood"
"2406",1,1,2012,325,1,2,3,81,"Wood"
"2407",1,1,2012,325,2,1,2,236,"Nushagak"
"2408",1,1,2012,325,2,1,3,429,"Nushagak"
"2409",1,1,2012,325,2,2,2,20,"Nushagak"
"2410",1,1,2012,325,2,2,3,30,"Nushagak"
"2411",1,1,2012,325,3,1,2,270,"Igushik"
"2412",1,1,2012,325,3,1,3,718,"Igushik"
"2413",1,1,2012,325,3,2,2,25,"Igushik"
"2414",1,1,2012,325,3,2,3,35,"Igushik"
"2415",1,1,2012,324,4,1,2,1496,"Kvichak"
"2416",1,1,2012,324,4,1,3,937,"Kvichak"
"2417",1,1,2012,324,4,2,2,5011,"Kvichak"
"2418",1,1,2012,324,4,2,3,291,"Kvichak"
"2419",1,1,2012,324,5,1,2,1172,"Naknek"
"2420",1,1,2012,324,5,1,3,3050,"Naknek"
"2421",1,1,2012,324,5,2,2,801,"Naknek"
"2422",1,1,2012,324,5,2,3,943,"Naknek"
"2423",1,1,2012,324,6,1,2,481,"Alagnak"
"2424",1,1,2012,324,6,1,3,739,"Alagnak"
"2425",1,1,2012,324,6,2,2,235,"Alagnak"
"2426",1,1,2012,324,6,2,3,57,"Alagnak"
"2427",1,1,2012,322,7,1,2,691,"Egegik"
"2428",1,1,2012,322,7,1,3,1026,"Egegik"
"2429",1,1,2012,322,7,2,2,3954,"Egegik"
"2430",1,1,2012,322,7,2,3,1119,"Egegik"
"2431",1,1,2012,321,8,1,2,674,"Ugashik"
"2432",1,1,2012,321,8,1,3,1232,"Ugashik"
"2433",1,1,2012,321,8,2,2,972,"Ugashik"
"2434",1,1,2012,321,8,2,3,502,"Ugashik"
"2435",1,1,2012,326,9,1,2,70,"Togiak"
"2436",1,1,2012,326,9,1,3,511,"Togiak"
"2437",1,1,2012,326,9,2,2,33,"Togiak"
"2438",1,1,2012,326,9,2,3,60,"Togiak"
"2439",1,1,2013,325,1,1,2,1615.982,"Wood"
"2440",1,1,2013,325,1,1,3,1732.667,"Wood"
"2441",1,1,2013,325,1,2,2,143.864,"Wood"
"2442",1,1,2013,325,1,2,3,100.961,"Wood"
"2443",1,1,2013,325,2,0,3,44.586,"Nushagak"
"2444",1,1,2013,325,2,1,2,161.513,"Nushagak"
"2445",1,1,2013,325,2,1,3,947.548,"Nushagak"
"2446",1,1,2013,325,2,1,4,70.762,"Nushagak"
"2447",1,1,2013,325,2,2,2,9.061,"Nushagak"
"2448",1,1,2013,325,2,2,3,13.867,"Nushagak"
"2449",1,1,2013,325,3,1,2,104.148,"Igushik"
"2450",1,1,2013,325,3,1,3,330.753,"Igushik"
"2451",1,1,2013,325,3,2,2,10.405,"Igushik"
"2452",1,1,2013,325,3,2,3,20.193,"Igushik"
"2453",1,1,2013,324,4,1,2,1642.902,"Kvichak"
"2454",1,1,2013,324,4,1,3,1426.185,"Kvichak"
"2455",1,1,2013,324,4,2,2,3183.335,"Kvichak"
"2456",1,1,2013,324,4,2,3,695.348,"Kvichak"
"2457",1,1,2013,324,5,1,2,723.215,"Naknek"
"2458",1,1,2013,324,5,1,3,1600.951,"Naknek"
"2459",1,1,2013,324,5,2,2,687.873,"Naknek"
"2460",1,1,2013,324,5,2,3,658.586,"Naknek"
"2461",1,1,2013,324,6,1,2,683.091,"Alagnak"
"2462",1,1,2013,324,6,1,3,1229.476,"Alagnak"
"2463",1,1,2013,324,6,2,2,43.166,"Alagnak"
"2464",1,1,2013,324,6,2,3,71.25,"Alagnak"
"2465",1,1,2013,322,7,1,2,640.874,"Egegik"
"2466",1,1,2013,322,7,1,3,1092.829,"Egegik"
"2467",1,1,2013,322,7,2,2,2521.514,"Egegik"
